,Date,State,Temperature
1990,11/1/20,Delaware,7.405
1991,12/1/20,Delaware,3.642
1992,1/1/21,Delaware,2.021
1993,2/1/21,Delaware,2.886
1994,3/1/21,Delaware,11.014
1995,4/1/21,Delaware,13.499
1996,5/1/21,Delaware,15.572
1997,6/1/21,Delaware,21.459
1998,7/1/21,Delaware,24.953
1999,8/1/21,Delaware,21.683
2000,9/1/21,Delaware,22.111
2001,10/1/21,Delaware,13.169
2002,11/1/21,Delaware,8.337
2003,12/1/21,Delaware,1.669
2004,1/1/22,Delaware,-0.78
2005,2/1/22,Delaware,2.458
2006,3/1/22,Delaware,6.249
2007,4/1/22,Delaware,11.009
2008,5/1/22,Delaware,17.48
2009,6/1/22,Delaware,22.172
2010,7/1/22,Delaware,23.289
2011,8/1/22,Delaware,22.163
2012,9/1/22,Delaware,19.945
2013,10/1/22,Delaware,14.643
2014,11/1/22,Delaware,7.947
2015,12/1/22,Delaware,2.201
2016,1/1/02,District Of Columbia,-1.581
2017,2/1/02,District Of Columbia,-2.655
2018,3/1/02,District Of Columbia,7.104
2019,4/1/02,District Of Columbia,10.772
2020,5/1/02,District Of Columbia,17.677
2021,6/1/02,District Of Columbia,21.447
2022,7/1/02,District Of Columbia,24.573
2023,8/1/02,District Of Columbia,22.025
2024,9/1/02,District Of Columbia,18.702
2025,10/1/02,District Of Columbia,13.375
2026,11/1/02,District Of Columbia,9.86
2027,12/1/02,District Of Columbia,-0.148
2028,1/1/03,District Of Columbia,-0.83
2029,2/1/03,District Of Columbia,1.652
2030,3/1/03,District Of Columbia,9.447
2031,4/1/03,District Of Columbia,11.043
2032,5/1/03,District Of Columbia,17.704
2033,6/1/03,District Of Columbia,19.177
2034,7/1/03,District Of Columbia,23.9
2035,8/1/03,District Of Columbia,21.523
2036,9/1/03,District Of Columbia,18.892
2037,10/1/03,District Of Columbia,13.247
2038,11/1/03,District Of Columbia,4.609
2039,12/1/03,District Of Columbia,-1.497
2040,1/1/04,District Of Columbia,-4.116
2041,2/1/04,District Of Columbia,-3.237
2042,3/1/04,District Of Columbia,4.587
2043,4/1/04,District Of Columbia,9.064
2044,5/1/04,District Of Columbia,17.72
2045,6/1/04,District Of Columbia,21.25
2046,7/1/04,District Of Columbia,23.28
2047,8/1/04,District Of Columbia,22.138
2048,9/1/04,District Of Columbia,19.246
2049,10/1/04,District Of Columbia,11.489
2050,11/1/04,District Of Columbia,5.178
2051,12/1/04,District Of Columbia,-2.207
2052,1/1/05,District Of Columbia,-2.295
2053,2/1/05,District Of Columbia,-4.194
2054,3/1/05,District Of Columbia,6.33
2055,4/1/05,District Of Columbia,11.267
2056,5/1/05,District Of Columbia,18.068
2057,6/1/05,District Of Columbia,21.693
2058,7/1/05,District Of Columbia,24.232
2059,8/1/05,District Of Columbia,22.622
2060,9/1/05,District Of Columbia,19.377
2061,10/1/05,District Of Columbia,13.087
2062,11/1/05,District Of Columbia,5.793
2063,12/1/05,District Of Columbia,1.865
2064,1/1/06,District Of Columbia,3.254
2065,2/1/06,District Of Columbia,0.283
2066,3/1/06,District Of Columbia,2.221
2067,4/1/06,District Of Columbia,12.18
2068,5/1/06,District Of Columbia,17.6
2069,6/1/06,District Of Columbia,22.475
2070,7/1/06,District Of Columbia,23.712
2071,8/1/06,District Of Columbia,24.318
2072,9/1/06,District Of Columbia,21.44
2073,10/1/06,District Of Columbia,12.561
2074,11/1/06,District Of Columbia,6.975
2075,12/1/06,District Of Columbia,1.103
2076,1/1/07,District Of Columbia,1.114
2077,2/1/07,District Of Columbia,-3.092
2078,3/1/07,District Of Columbia,7.544
2079,4/1/07,District Of Columbia,8.231
2080,5/1/07,District Of Columbia,14.56
2081,6/1/07,District Of Columbia,18.465
2082,7/1/07,District Of Columbia,23.666
2083,8/1/07,District Of Columbia,21.908
2084,9/1/07,District Of Columbia,19.944
2085,10/1/07,District Of Columbia,10.102
2086,11/1/07,District Of Columbia,5.905
2087,12/1/07,District Of Columbia,2.112
2088,1/1/08,District Of Columbia,0.107
2089,2/1/08,District Of Columbia,-1.94
2090,3/1/08,District Of Columbia,7.299
2091,4/1/08,District Of Columbia,12.096
2092,5/1/08,District Of Columbia,17.674
2093,6/1/08,District Of Columbia,21.768
2094,7/1/08,District Of Columbia,25.07
2095,8/1/08,District Of Columbia,22.226
2096,9/1/08,District Of Columbia,18.873
2097,10/1/08,District Of Columbia,13.679
2098,11/1/08,District Of Columbia,6.398
2099,12/1/08,District Of Columbia,1.488
2100,1/1/09,District Of Columbia,0.852
2101,2/1/09,District Of Columbia,4.984
2102,3/1/09,District Of Columbia,4.41
2103,4/1/09,District Of Columbia,11.121
2104,5/1/09,District Of Columbia,16.901
2105,6/1/09,District Of Columbia,22.269
2106,7/1/09,District Of Columbia,23.118
2107,8/1/09,District Of Columbia,22.223
2108,9/1/09,District Of Columbia,18.504
2109,10/1/09,District Of Columbia,10.612
2110,11/1/09,District Of Columbia,9.337
2111,12/1/09,District Of Columbia,-1.129
2112,1/1/10,District Of Columbia,-0.613
2113,2/1/10,District Of Columbia,0.114
2114,3/1/10,District Of Columbia,9.393
2115,4/1/10,District Of Columbia,13.325
2116,5/1/10,District Of Columbia,15.782
2117,6/1/10,District Of Columbia,20.18
2118,7/1/10,District Of Columbia,24.641
2119,8/1/10,District Of Columbia,22.638
2120,9/1/10,District Of Columbia,20.814
2121,10/1/10,District Of Columbia,14.558
2122,11/1/10,District Of Columbia,4.373
2123,12/1/10,District Of Columbia,-2.541
2124,1/1/11,District Of Columbia,1.97
2125,2/1/11,District Of Columbia,1.554
2126,3/1/11,District Of Columbia,4.185
2127,4/1/11,District Of Columbia,9.316
2128,5/1/11,District Of Columbia,20.006
2129,6/1/11,District Of Columbia,22.019
2130,7/1/11,District Of Columbia,25.136
2131,8/1/11,District Of Columbia,23.738
2132,9/1/11,District Of Columbia,20.476
2133,10/1/11,District Of Columbia,12.967
2134,11/1/11,District Of Columbia,5.246
2135,12/1/11,District Of Columbia,3.734
2136,1/1/12,District Of Columbia,-5.047
2137,2/1/12,District Of Columbia,-1.895
2138,3/1/12,District Of Columbia,3.815
2139,4/1/12,District Of Columbia,12.075
2140,5/1/12,District Of Columbia,17.742
2141,6/1/12,District Of Columbia,20.734
2142,7/1/12,District Of Columbia,23.635
2143,8/1/12,District Of Columbia,21.981
2144,9/1/12,District Of Columbia,20.534
2145,10/1/12,District Of Columbia,13.96
2146,11/1/12,District Of Columbia,7.561
2147,12/1/12,District Of Columbia,2.772
2148,1/1/13,District Of Columbia,4.709
2149,2/1/13,District Of Columbia,0.912
2150,3/1/13,District Of Columbia,8.275
2151,4/1/13,District Of Columbia,12.069
2152,5/1/13,District Of Columbia,16.951
2153,6/1/13,District Of Columbia,21.928
2154,7/1/13,District Of Columbia,24.434
2155,8/1/13,District Of Columbia,22.816
2156,9/1/13,District Of Columbia,18.904
2157,10/1/13,District Of Columbia,13.919
2158,11/1/13,District Of Columbia,7.704
2159,12/1/13,District Of Columbia,3.162
2160,1/1/14,District Of Columbia,1.543
2161,2/1/14,District Of Columbia,-2.629
2162,3/1/14,District Of Columbia,3.218
2163,4/1/14,District Of Columbia,10.609
2164,5/1/14,District Of Columbia,18.397
2165,6/1/14,District Of Columbia,22.422
2166,7/1/14,District Of Columbia,23.593
2167,8/1/14,District Of Columbia,23.65
2168,9/1/14,District Of Columbia,18.007
2169,10/1/14,District Of Columbia,14.778
2170,11/1/14,District Of Columbia,6.482
2171,12/1/14,District Of Columbia,-0.77
2172,1/1/15,District Of Columbia,0.517
2173,2/1/15,District Of Columbia,2.45
2174,3/1/15,District Of Columbia,2.686
2175,4/1/15,District Of Columbia,13.869
2176,5/1/15,District Of Columbia,15.828
2177,6/1/15,District Of Columbia,20.42
2178,7/1/15,District Of Columbia,23.682
2179,8/1/15,District Of Columbia,22.407
2180,9/1/15,District Of Columbia,20.607
2181,10/1/15,District Of Columbia,13.805
2182,11/1/15,District Of Columbia,6.655
2183,12/1/15,District Of Columbia,0.1
2184,1/1/16,District Of Columbia,2.962
2185,2/1/16,District Of Columbia,-0.196
2186,3/1/16,District Of Columbia,2
2187,4/1/16,District Of Columbia,10.637
2188,5/1/16,District Of Columbia,18.062
2189,6/1/16,District Of Columbia,19.666
2190,7/1/16,District Of Columbia,24.571
2191,8/1/16,District Of Columbia,23.547
2192,9/1/16,District Of Columbia,18.436
2193,10/1/16,District Of Columbia,12.545
2194,11/1/16,District Of Columbia,6.771
2195,12/1/16,District Of Columbia,0.248
2196,1/1/17,District Of Columbia,0.106
2197,2/1/17,District Of Columbia,-0.597
2198,3/1/17,District Of Columbia,5.02
2199,4/1/17,District Of Columbia,11.21
2200,5/1/17,District Of Columbia,14.186
2201,6/1/17,District Of Columbia,21.477
2202,7/1/17,District Of Columbia,24.048
2203,8/1/17,District Of Columbia,23.388
2204,9/1/17,District Of Columbia,16.843
2205,10/1/17,District Of Columbia,9.883
2206,11/1/17,District Of Columbia,4.893
2207,12/1/17,District Of Columbia,-3.836
2208,1/1/18,District Of Columbia,-6.29
2209,2/1/18,District Of Columbia,0.433
2210,3/1/18,District Of Columbia,7.499
2211,4/1/18,District Of Columbia,10.552
2212,5/1/18,District Of Columbia,19.93
2213,6/1/18,District Of Columbia,20.726
2214,7/1/18,District Of Columbia,22.751
2215,8/1/18,District Of Columbia,24.533
2216,9/1/18,District Of Columbia,17.176
2217,10/1/18,District Of Columbia,14.604
2218,11/1/18,District Of Columbia,6.555
2219,12/1/18,District Of Columbia,3.824
2220,1/1/19,District Of Columbia,1.726
2221,2/1/19,District Of Columbia,1.508
2222,3/1/19,District Of Columbia,7.24
2223,4/1/19,District Of Columbia,10.652
2224,5/1/19,District Of Columbia,17.067
2225,6/1/19,District Of Columbia,22.427
2226,7/1/19,District Of Columbia,24.299
2227,8/1/19,District Of Columbia,22.179
2228,9/1/19,District Of Columbia,19.809
2229,10/1/19,District Of Columbia,16.129
2230,11/1/19,District Of Columbia,6.98
2231,12/1/19,District Of Columbia,-1.605
2232,1/1/20,District Of Columbia,-3.225
2233,2/1/20,District Of Columbia,-0.886
2234,3/1/20,District Of Columbia,5.719
2235,4/1/20,District Of Columbia,10.189
2236,5/1/20,District Of Columbia,14.778
2237,6/1/20,District Of Columbia,21.055
2238,7/1/20,District Of Columbia,22.906
2239,8/1/20,District Of Columbia,22.951
2240,9/1/20,District Of Columbia,19.573
2241,10/1/20,District Of Columbia,15.066
2242,11/1/20,District Of Columbia,6.295
2243,12/1/20,District Of Columbia,2.401
2244,1/1/21,District Of Columbia,1.22
2245,2/1/21,District Of Columbia,2.667
2246,3/1/21,District Of Columbia,11.695
2247,4/1/21,District Of Columbia,14.31
2248,5/1/21,District Of Columbia,16.393
2249,6/1/21,District Of Columbia,22.654
2250,7/1/21,District Of Columbia,25.731
2251,8/1/21,District Of Columbia,21.776
2252,9/1/21,District Of Columbia,22.387
2253,10/1/21,District Of Columbia,12.584
2254,11/1/21,District Of Columbia,7.527
2255,12/1/21,District Of Columbia,1.469
2256,1/1/22,District Of Columbia,-1.816
2257,2/1/22,District Of Columbia,2.336
2258,3/1/22,District Of Columbia,6.401
2259,4/1/22,District Of Columbia,11.886
2260,5/1/22,District Of Columbia,18.306
2261,6/1/22,District Of Columbia,22.852
2262,7/1/22,District Of Columbia,23.979
2263,8/1/22,District Of Columbia,22.151
2264,9/1/22,District Of Columbia,20.345
2265,10/1/22,District Of Columbia,14.135
2266,11/1/22,District Of Columbia,7.526
2267,12/1/22,District Of Columbia,1.414
2268,1/1/02,Florida,13.099
2269,2/1/02,Florida,12.596
2270,3/1/02,Florida,18.197
2271,4/1/02,Florida,19.916
2272,5/1/02,Florida,25.095
2273,6/1/02,Florida,26.771
2274,7/1/02,Florida,27.606
2275,8/1/02,Florida,27.539
2276,9/1/02,Florida,26.121
2277,10/1/02,Florida,23.276
2278,11/1/02,Florida,20.51
2279,12/1/02,Florida,15.922
2280,1/1/03,Florida,14.433
2281,2/1/03,Florida,17.239
2282,3/1/03,Florida,20.419
2283,4/1/03,Florida,19.245
2284,5/1/03,Florida,22.89
2285,6/1/03,Florida,25.465
2286,7/1/03,Florida,26.944
2287,8/1/03,Florida,27.641
2288,9/1/03,Florida,25.418
2289,10/1/03,Florida,21.421
2290,11/1/03,Florida,17.517
2291,12/1/03,Florida,12.333
2292,1/1/04,Florida,13.253
2293,2/1/04,Florida,16.269
2294,3/1/04,Florida,19.665
2295,4/1/04,Florida,20.09
2296,5/1/04,Florida,23.539
2297,6/1/04,Florida,25.753
2298,7/1/04,Florida,26.353
2299,8/1/04,Florida,26.469
2300,9/1/04,Florida,26.237
2301,10/1/04,Florida,22.949
2302,11/1/04,Florida,17.186
2303,12/1/04,Florida,14.907
2304,1/1/05,Florida,11.99
2305,2/1/05,Florida,14.807
2306,3/1/05,Florida,19.284
2307,4/1/05,Florida,20.754
2308,5/1/05,Florida,25.541
2309,6/1/05,Florida,26.49
2310,7/1/05,Florida,27.122
2311,8/1/05,Florida,26.949
2312,9/1/05,Florida,26.847
2313,10/1/05,Florida,22.962
2314,11/1/05,Florida,19.311
2315,12/1/05,Florida,14.91
2316,1/1/06,Florida,14.994
2317,2/1/06,Florida,14.924
2318,3/1/06,Florida,17.093
2319,4/1/06,Florida,20.567
2320,5/1/06,Florida,23.607
2321,6/1/06,Florida,26.476
2322,7/1/06,Florida,26.776
2323,8/1/06,Florida,27.088
2324,9/1/06,Florida,26.916
2325,10/1/06,Florida,21.824
2326,11/1/06,Florida,19.359
2327,12/1/06,Florida,15.601
2328,1/1/07,Florida,17.76
2329,2/1/07,Florida,15.822
2330,3/1/07,Florida,21.383
2331,4/1/07,Florida,19.574
2332,5/1/07,Florida,24.21
2333,6/1/07,Florida,25.692
2334,7/1/07,Florida,27.038
2335,8/1/07,Florida,27.177
2336,9/1/07,Florida,26.484
2337,10/1/07,Florida,21.959
2338,11/1/07,Florida,18.649
2339,12/1/07,Florida,15.323
2340,1/1/08,Florida,14.414
2341,2/1/08,Florida,13.96
2342,3/1/08,Florida,20.538
2343,4/1/08,Florida,23.609
2344,5/1/08,Florida,24.226
2345,6/1/08,Florida,25.875
2346,7/1/08,Florida,26.94
2347,8/1/08,Florida,27.065
2348,9/1/08,Florida,25.88
2349,10/1/08,Florida,21.207
2350,11/1/08,Florida,19.047
2351,12/1/08,Florida,17.565
2352,1/1/09,Florida,17.205
2353,2/1/09,Florida,15.917
2354,3/1/09,Florida,18.969
2355,4/1/09,Florida,21.425
2356,5/1/09,Florida,23.665
2357,6/1/09,Florida,26.696
2358,7/1/09,Florida,26.827
2359,8/1/09,Florida,27.428
2360,9/1/09,Florida,25.863
2361,10/1/09,Florida,22.092
2362,11/1/09,Florida,19.547
2363,12/1/09,Florida,13.557
2364,1/1/10,Florida,13.957
2365,2/1/10,Florida,14.73
2366,3/1/10,Florida,18.251
2367,4/1/10,Florida,19.684
2368,5/1/10,Florida,23.704
2369,6/1/10,Florida,25.513
2370,7/1/10,Florida,26.529
2371,8/1/10,Florida,26.889
2372,9/1/10,Florida,26.252
2373,10/1/10,Florida,22.788
2374,11/1/10,Florida,16.742
2375,12/1/10,Florida,12.457
2376,1/1/11,Florida,16.605
2377,2/1/11,Florida,17.442
2378,3/1/11,Florida,18.988
2379,4/1/11,Florida,21.86
2380,5/1/11,Florida,23.575
2381,6/1/11,Florida,27.051
2382,7/1/11,Florida,26.63
2383,8/1/11,Florida,26.89
2384,9/1/11,Florida,27.293
2385,10/1/11,Florida,24.841
2386,11/1/11,Florida,19.393
2387,12/1/11,Florida,17.657
2388,1/1/12,Florida,14.338
2389,2/1/12,Florida,12.96
2390,3/1/12,Florida,19.025
2391,4/1/12,Florida,22.339
2392,5/1/12,Florida,25.02
2393,6/1/12,Florida,25.754
2394,7/1/12,Florida,27.209
2395,8/1/12,Florida,27.264
2396,9/1/12,Florida,26.872
2397,10/1/12,Florida,23.861
2398,11/1/12,Florida,17.428
2399,12/1/12,Florida,17.438
2400,1/1/13,Florida,18.69
2401,2/1/13,Florida,16.694
2402,3/1/13,Florida,19.821
2403,4/1/13,Florida,19.872
2404,5/1/13,Florida,23.268
2405,6/1/13,Florida,25.401
2406,7/1/13,Florida,27.24
2407,8/1/13,Florida,26.861
2408,9/1/13,Florida,25.536
2409,10/1/13,Florida,21.222
2410,11/1/13,Florida,18.919
2411,12/1/13,Florida,16.102
2412,1/1/14,Florida,14.579
2413,2/1/14,Florida,15.279
2414,3/1/14,Florida,15.44
2415,4/1/14,Florida,21.178
2416,5/1/14,Florida,24.157
2417,6/1/14,Florida,27.362
2418,7/1/14,Florida,27.191
2419,8/1/14,Florida,27.343
2420,9/1/14,Florida,25.412
2421,10/1/14,Florida,22.64
2422,11/1/14,Florida,18.105
2423,12/1/14,Florida,15.39
2424,1/1/15,Florida,14.455
2425,2/1/15,Florida,15.067
2426,3/1/15,Florida,13.874
2427,4/1/15,Florida,19.366
2428,5/1/15,Florida,25.322
2429,6/1/15,Florida,26.66
2430,7/1/15,Florida,27.552
2431,8/1/15,Florida,27.883
2432,9/1/15,Florida,27.076
2433,10/1/15,Florida,24.069
2434,11/1/15,Florida,19.866
2435,12/1/15,Florida,13.98
2436,1/1/16,Florida,18.541
2437,2/1/16,Florida,15.594
2438,3/1/16,Florida,16.619
2439,4/1/16,Florida,19.696
2440,5/1/16,Florida,24.425
2441,6/1/16,Florida,25.936
2442,7/1/16,Florida,26.793
2443,8/1/16,Florida,27.231
2444,9/1/16,Florida,25.803
2445,10/1/16,Florida,23.028
2446,11/1/16,Florida,18.81
2447,12/1/16,Florida,16.279
2448,1/1/17,Florida,17.776
2449,2/1/17,Florida,15.455
2450,3/1/17,Florida,19.719
2451,4/1/17,Florida,20.716
2452,5/1/17,Florida,22.568
2453,6/1/17,Florida,25.902
2454,7/1/17,Florida,26.908
2455,8/1/17,Florida,27.038
2456,9/1/17,Florida,25.632
2457,10/1/17,Florida,21.565
2458,11/1/17,Florida,16.231
2459,12/1/17,Florida,12.754
2460,1/1/18,Florida,12.017
2461,2/1/18,Florida,18.653
2462,3/1/18,Florida,20.56
2463,4/1/18,Florida,20.065
2464,5/1/18,Florida,23.581
2465,6/1/18,Florida,26.52
2466,7/1/18,Florida,26.448
2467,8/1/18,Florida,27.154
2468,9/1/18,Florida,25.18
2469,10/1/18,Florida,24.613
2470,11/1/18,Florida,18.382
2471,12/1/18,Florida,16.098
2472,1/1/19,Florida,14.42
2473,2/1/19,Florida,15.561
2474,3/1/19,Florida,19.178
2475,4/1/19,Florida,20.001
2476,5/1/19,Florida,23.727
2477,6/1/19,Florida,25.767
2478,7/1/19,Florida,26.739
2479,8/1/19,Florida,27.35
2480,9/1/19,Florida,26.252
2481,10/1/19,Florida,26.104
2482,11/1/19,Florida,20.513
2483,12/1/19,Florida,15.868
2484,1/1/20,Florida,16.003
2485,2/1/20,Florida,13.958
2486,3/1/20,Florida,16.844
2487,4/1/20,Florida,21.106
2488,5/1/20,Florida,23.256
2489,6/1/20,Florida,25.678
2490,7/1/20,Florida,26.759
2491,8/1/20,Florida,26.763
2492,9/1/20,Florida,26.397
2493,10/1/20,Florida,21.681
2494,11/1/20,Florida,18.023
2495,12/1/20,Florida,14.874
2496,1/1/21,Florida,16.073
2497,2/1/21,Florida,16.631
2498,3/1/21,Florida,21.249
2499,4/1/21,Florida,20.885
2500,5/1/21,Florida,22.758
2501,6/1/21,Florida,26.544
2502,7/1/21,Florida,26.585
2503,8/1/21,Florida,27.241
2504,9/1/21,Florida,27.48
2505,10/1/21,Florida,22.479
2506,11/1/21,Florida,20.22
2507,12/1/21,Florida,17.433
2508,1/1/22,Florida,14.974
2509,2/1/22,Florida,18.22
2510,3/1/22,Florida,19.291
2511,4/1/22,Florida,22.276
2512,5/1/22,Florida,24.277
2513,6/1/22,Florida,26.329
2514,7/1/22,Florida,26.661
2515,8/1/22,Florida,26.406
2516,9/1/22,Florida,25.753
2517,10/1/22,Florida,23.36
2518,11/1/22,Florida,20.049
2519,12/1/22,Florida,18.194
2520,1/1/02,Georgia (State),6.75
2521,2/1/02,Georgia (State),5.781
2522,3/1/02,Georgia (State),12.778
2523,4/1/02,Georgia (State),16.078
2524,5/1/02,Georgia (State),23.746
2525,6/1/02,Georgia (State),25.929
2526,7/1/02,Georgia (State),27.342
2527,8/1/02,Georgia (State),26.476
2528,9/1/02,Georgia (State),22.648
2529,10/1/02,Georgia (State),17.835
2530,11/1/02,Georgia (State),14.896
2531,12/1/02,Georgia (State),8.607
2532,1/1/03,Georgia (State),7.013
2533,2/1/03,Georgia (State),10.079
2534,3/1/03,Georgia (State),15.87
2535,4/1/03,Georgia (State),15.557
2536,5/1/03,Georgia (State),20.973
2537,6/1/03,Georgia (State),23.26
2538,7/1/03,Georgia (State),26.245
2539,8/1/03,Georgia (State),26.725
2540,9/1/03,Georgia (State),22.519
2541,10/1/03,Georgia (State),17.024
2542,11/1/03,Georgia (State),11.124
2543,12/1/03,Georgia (State),5.373
2544,1/1/04,Georgia (State),5.557
2545,2/1/04,Georgia (State),8.683
2546,3/1/04,Georgia (State),14.53
2547,4/1/04,Georgia (State),15.32
2548,5/1/04,Georgia (State),21.01
2549,6/1/04,Georgia (State),24.781
2550,7/1/04,Georgia (State),25.69
2551,8/1/04,Georgia (State),25.136
2552,9/1/04,Georgia (State),24.15
2553,10/1/04,Georgia (State),17.848
2554,11/1/04,Georgia (State),11.543
2555,12/1/04,Georgia (State),8.34
2556,1/1/05,Georgia (State),4.999
2557,2/1/05,Georgia (State),5.438
2558,3/1/05,Georgia (State),14.95
2559,4/1/05,Georgia (State),17.486
2560,5/1/05,Georgia (State),23.311
2561,6/1/05,Georgia (State),25.659
2562,7/1/05,Georgia (State),26.42
2563,8/1/05,Georgia (State),25.599
2564,9/1/05,Georgia (State),24.683
2565,10/1/05,Georgia (State),17.949
2566,11/1/05,Georgia (State),13.215
2567,12/1/05,Georgia (State),6.969
2568,1/1/06,Georgia (State),8.821
2569,2/1/06,Georgia (State),8.347
2570,3/1/06,Georgia (State),11.476
2571,4/1/06,Georgia (State),17.846
2572,5/1/06,Georgia (State),20.941
2573,6/1/06,Georgia (State),25.56
2574,7/1/06,Georgia (State),25.455
2575,8/1/06,Georgia (State),26.409
2576,9/1/06,Georgia (State),25.069
2577,10/1/06,Georgia (State),16.298
2578,11/1/06,Georgia (State),12.921
2579,12/1/06,Georgia (State),9.439
2580,1/1/07,Georgia (State),12.526
2581,2/1/07,Georgia (State),9.501
2582,3/1/07,Georgia (State),17.922
2583,4/1/07,Georgia (State),14.191
2584,5/1/07,Georgia (State),20.982
2585,6/1/07,Georgia (State),24.056
2586,7/1/07,Georgia (State),26.776
2587,8/1/07,Georgia (State),26.091
2588,9/1/07,Georgia (State),23.975
2589,10/1/07,Georgia (State),16.734
2590,11/1/07,Georgia (State),11.626
2591,12/1/07,Georgia (State),8.18
2592,1/1/08,Georgia (State),7.295
2593,2/1/08,Georgia (State),7.113
2594,3/1/08,Georgia (State),17.08
2595,4/1/08,Georgia (State),19.5
2596,5/1/08,Georgia (State),22.016
2597,6/1/08,Georgia (State),24.931
2598,7/1/08,Georgia (State),26.16
2599,8/1/08,Georgia (State),25.885
2600,9/1/08,Georgia (State),22.732
2601,10/1/08,Georgia (State),16.142
2602,11/1/08,Georgia (State),14.09
2603,12/1/08,Georgia (State),11.06
2604,1/1/09,Georgia (State),10.683
2605,2/1/09,Georgia (State),10.742
2606,3/1/09,Georgia (State),13.417
2607,4/1/09,Georgia (State),17.38
2608,5/1/09,Georgia (State),20.761
2609,6/1/09,Georgia (State),25.517
2610,7/1/09,Georgia (State),25.79
2611,8/1/09,Georgia (State),26.224
2612,9/1/09,Georgia (State),23.147
2613,10/1/09,Georgia (State),16.95
2614,11/1/09,Georgia (State),15.077
2615,12/1/09,Georgia (State),6.017
2616,1/1/10,Georgia (State),7.628
2617,2/1/10,Georgia (State),7.964
2618,3/1/10,Georgia (State),15.639
2619,4/1/10,Georgia (State),16.698
2620,5/1/10,Georgia (State),20.893
2621,6/1/10,Georgia (State),23.753
2622,7/1/10,Georgia (State),25.665
2623,8/1/10,Georgia (State),25.795
2624,9/1/10,Georgia (State),24.351
2625,10/1/10,Georgia (State),19.253
2626,11/1/10,Georgia (State),11.172
2627,12/1/10,Georgia (State),5.809
2628,1/1/11,Georgia (State),10.396
2629,2/1/11,Georgia (State),12.189
2630,3/1/11,Georgia (State),14.047
2631,4/1/11,Georgia (State),17.277
2632,5/1/11,Georgia (State),22.284
2633,6/1/11,Georgia (State),26.639
2634,7/1/11,Georgia (State),25.341
2635,8/1/11,Georgia (State),25.923
2636,9/1/11,Georgia (State),26.103
2637,10/1/11,Georgia (State),20.479
2638,11/1/11,Georgia (State),11.218
2639,12/1/11,Georgia (State),10.379
2640,1/1/12,Georgia (State),5.568
2641,2/1/12,Georgia (State),6.543
2642,3/1/12,Georgia (State),12.251
2643,4/1/12,Georgia (State),18.065
2644,5/1/12,Georgia (State),22.324
2645,6/1/12,Georgia (State),23.828
2646,7/1/12,Georgia (State),26.048
2647,8/1/12,Georgia (State),25.794
2648,9/1/12,Georgia (State),24.948
2649,10/1/12,Georgia (State),18.797
2650,11/1/12,Georgia (State),11.019
2651,12/1/12,Georgia (State),9.667
2652,1/1/13,Georgia (State),12.052
2653,2/1/13,Georgia (State),9.706
2654,3/1/13,Georgia (State),13.74
2655,4/1/13,Georgia (State),16.429
2656,5/1/13,Georgia (State),21.639
2657,6/1/13,Georgia (State),24.349
2658,7/1/13,Georgia (State),26.961
2659,8/1/13,Georgia (State),25.98
2660,9/1/13,Georgia (State),22.291
2661,10/1/13,Georgia (State),16.547
2662,11/1/13,Georgia (State),12.877
2663,12/1/13,Georgia (State),9.37
2664,1/1/14,Georgia (State),8.507
2665,2/1/14,Georgia (State),7.971
2666,3/1/14,Georgia (State),10.629
2667,4/1/14,Georgia (State),17.813
2668,5/1/14,Georgia (State),22.053
2669,6/1/14,Georgia (State),27.286
2670,7/1/14,Georgia (State),26.612
2671,8/1/14,Georgia (State),25.744
2672,9/1/14,Georgia (State),22.376
2673,10/1/14,Georgia (State),17.934
2674,11/1/14,Georgia (State),11.848
2675,12/1/14,Georgia (State),7.359
2676,1/1/15,Georgia (State),7.487
2677,2/1/15,Georgia (State),9.326
2678,3/1/15,Georgia (State),8.715
2679,4/1/15,Georgia (State),17.425
2680,5/1/15,Georgia (State),23.345
2681,6/1/15,Georgia (State),25.052
2682,7/1/15,Georgia (State),26.636
2683,8/1/15,Georgia (State),26.205
2684,9/1/15,Georgia (State),24.559
2685,10/1/15,Georgia (State),19.47
2686,11/1/15,Georgia (State),14.039
2687,12/1/15,Georgia (State),7.501
2688,1/1/16,Georgia (State),11.874
2689,2/1/16,Georgia (State),9.548
2690,3/1/16,Georgia (State),12.225
2691,4/1/16,Georgia (State),16.498
2692,5/1/16,Georgia (State),22.967
2693,6/1/16,Georgia (State),24.66
2694,7/1/16,Georgia (State),25.321
2695,8/1/16,Georgia (State),26.287
2696,9/1/16,Georgia (State),22.82
2697,10/1/16,Georgia (State),18.104
2698,11/1/16,Georgia (State),12.903
2699,12/1/16,Georgia (State),8.91
2700,1/1/17,Georgia (State),10.852
2701,2/1/17,Georgia (State),9.245
2702,3/1/17,Georgia (State),14.154
2703,4/1/17,Georgia (State),18.261
2704,5/1/17,Georgia (State),19.219
2705,6/1/17,Georgia (State),24.893
2706,7/1/17,Georgia (State),26.184
2707,8/1/17,Georgia (State),25.475
2708,9/1/17,Georgia (State),22.326
2709,10/1/17,Georgia (State),15.406
2710,11/1/17,Georgia (State),10.896
2711,12/1/17,Georgia (State),4.453
2712,1/1/18,Georgia (State),4.066
2713,2/1/18,Georgia (State),12.288
2714,3/1/18,Georgia (State),16.435
